"filename", "language", "XML", "C#", "JSON", "Properties", "comment", "blank", "total"
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\LikesDTO.cs", "C#", 0, 14, 0, 0, 0, 4, 18
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\LoginDTO.cs", "C#", 0, 14, 0, 0, 0, 2, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\MensajeAccionDTO.cs", "C#", 0, 13, 0, 0, 0, 3, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\MensajesDTO.cs", "C#", 0, 19, 0, 0, 0, 9, 28
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\MotivosReporteDTO.cs", "C#", 0, 13, 0, 0, 0, 4, 17
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\NotificacionesDTO.cs", "C#", 0, 17, 0, 0, 0, 7, 24
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\PersonaDTO.cs", "C#", 0, 24, 0, 0, 0, 13, 37
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\PublicacionesDTO.cs", "C#", 0, 23, 0, 0, 0, 13, 36
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\RazonesDTO.cs", "C#", 0, 14, 0, 0, 0, 4, 18
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\ReportesDTO.cs", "C#", 0, 21, 0, 0, 0, 12, 33
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\ReseñaDTO.cs", "C#", 0, 19, 0, 0, 0, 9, 28
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\RolDTO.cs", "C#", 0, 13, 0, 0, 0, 3, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\SesionDTO.cs", "C#", 0, 15, 0, 0, 0, 5, 20
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\TipoAccionDTO.cs", "C#", 0, 16, 0, 0, 0, 5, 21
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\TiposReporteDTO.cs", "C#", 0, 13, 0, 0, 0, 3, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\bin\Debug\net8.0\DTO.deps.json", "JSON", 0, 0, 23, 0, 0, 0, 23
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\obj\DTO.csproj.nuget.dgspec.json", "JSON", 0, 0, 73, 0, 0, 0, 73
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\obj\DTO.csproj.nuget.g.props", "XML", 16, 0, 0, 0, 0, 0, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\obj\DTO.csproj.nuget.g.targets", "XML", 2, 0, 0, 0, 0, 0, 2
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 1, 1, 5
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\obj\Debug\net8.0\DTO.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 10, 5, 24
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\obj\Debug\net8.0\DTO.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 15, 0, 1, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\obj\Debug\net8.0\DTO.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 1, 1, 9
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\obj\Debug\net8.0\DTO.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 1
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\DTO\obj\project.assets.json", "JSON", 0, 0, 79, 0, 0, 0, 79
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\Dependencias.cs", "C#", 0, 51, 0, 0, 0, 4, 55
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\IOC.csproj", "XML", 12, 0, 0, 0, 0, 4, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\bin\Debug\net8.0\IOC.deps.json", "JSON", 0, 0, 1140, 0, 0, 0, 1140
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 1, 1, 5
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\obj\Debug\net8.0\IOC.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 10, 5, 24
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\obj\Debug\net8.0\IOC.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 15, 0, 1, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\obj\Debug\net8.0\IOC.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 1, 1, 9
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\obj\Debug\net8.0\IOC.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 1
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\obj\IOC.csproj.nuget.dgspec.json", "JSON", 0, 0, 454, 0, 0, 0, 454
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\obj\IOC.csproj.nuget.g.props", "XML", 19, 0, 0, 0, 0, 0, 19
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\obj\IOC.csproj.nuget.g.targets", "XML", 8, 0, 0, 0, 0, 0, 8
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\IOC\obj\project.assets.json", "JSON", 0, 0, 3031, 0, 0, 0, 3031
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\ArchivosAdjuntos.cs", "C#", 0, 10, 0, 0, 0, 6, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\CategoriaPublicacion.cs", "C#", 0, 9, 0, 0, 0, 5, 14
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Chat.cs", "C#", 0, 13, 0, 0, 0, 9, 22
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\CodigosVerificacion.cs", "C#", 0, 9, 0, 0, 0, 5, 14
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Contactanos.cs", "C#", 0, 12, 0, 0, 0, 8, 20
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Estados.cs", "C#", 0, 10, 0, 0, 0, 6, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\EstadosReporte.cs", "C#", 0, 9, 0, 0, 0, 5, 14
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Favoritos.cs", "C#", 0, 11, 0, 0, 0, 7, 18
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\FotosPublicaciones.cs", "C#", 0, 10, 0, 0, 0, 6, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Likes.cs", "C#", 0, 11, 0, 0, 0, 7, 18
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\MensajeAccion.cs", "C#", 0, 9, 0, 0, 0, 5, 14
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Mensajes.cs", "C#", 0, 14, 0, 0, 0, 10, 24
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Model.csproj", "XML", 14, 0, 0, 0, 0, 4, 18
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\MotivosReporte.cs", "C#", 0, 9, 0, 0, 0, 5, 14
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Notificaciones.cs", "C#", 0, 14, 0, 0, 0, 10, 24
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Persona.cs", "C#", 0, 32, 0, 0, 0, 28, 60
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Publicaciones.cs", "C#", 0, 23, 0, 0, 0, 19, 42
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Razones.cs", "C#", 0, 9, 0, 0, 0, 5, 14
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Reportes.cs", "C#", 0, 20, 0, 0, 0, 16, 36
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Reseña.cs", "C#", 0, 16, 0, 0, 0, 12, 28
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\Rol.cs", "C#", 0, 9, 0, 0, 0, 5, 14
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\TipoAccion.cs", "C#", 0, 15, 0, 0, 0, 11, 26
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\TiposReporte.cs", "C#", 0, 9, 0, 0, 0, 5, 14
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\bin\Debug\net8.0\Model.deps.json", "JSON", 0, 0, 1602, 0, 0, 0, 1602
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\bin\Debug\net8.0\Model.runtimeconfig.json", "JSON", 0, 0, 13, 0, 0, 0, 13
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 1, 1, 5
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\obj\Debug\net8.0\Model.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 10, 5, 24
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\obj\Debug\net8.0\Model.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 23, 0, 1, 24
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\obj\Debug\net8.0\Model.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 1, 1, 9
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\obj\Debug\net8.0\Model.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 1
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\obj\Model.csproj.nuget.dgspec.json", "JSON", 0, 0, 85, 0, 0, 0, 85
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\obj\Model.csproj.nuget.g.props", "XML", 25, 0, 0, 0, 0, 0, 25
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\obj\Model.csproj.nuget.g.targets", "XML", 10, 0, 0, 0, 0, 0, 10
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Model\obj\project.assets.json", "JSON", 0, 0, 4804, 0, 0, 0, 4804
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\PerformanceTests\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 1, 1, 5
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\PerformanceTests\obj\Debug\net8.0\PerformanceTests.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 10, 5, 24
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\PerformanceTests\obj\Debug\net8.0\PerformanceTests.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 15, 0, 1, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\PerformanceTests\obj\Debug\net8.0\PerformanceTests.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 1, 1, 9
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\PerformanceTests\obj\PerformanceTests.csproj.nuget.dgspec.json", "JSON", 0, 0, 73, 0, 0, 0, 73
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\PerformanceTests\obj\PerformanceTests.csproj.nuget.g.props", "XML", 16, 0, 0, 0, 0, 0, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\PerformanceTests\obj\PerformanceTests.csproj.nuget.g.targets", "XML", 2, 0, 0, 0, 0, 0, 2
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\PerformanceTests\obj\project.assets.json", "JSON", 0, 0, 79, 0, 0, 0, 79
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\PerfilAutoMapper.cs", "C#", 0, 121, 0, 0, 3, 31, 155
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\Utility.csproj", "XML", 15, 0, 0, 0, 0, 5, 20
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\bin\Debug\net8.0\Utility.deps.json", "JSON", 0, 0, 1087, 0, 0, 0, 1087
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\obj\Debug\net8.0\.NETCoreApp,Version=v8.0.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 1, 1, 5
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\obj\Debug\net8.0\Utility.AssemblyInfo.cs", "C#", 0, 9, 0, 0, 10, 5, 24
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\obj\Debug\net8.0\Utility.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 15, 0, 1, 16
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\obj\Debug\net8.0\Utility.GlobalUsings.g.cs", "C#", 0, 7, 0, 0, 1, 1, 9
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\obj\Debug\net8.0\Utility.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 1
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\obj\Utility.csproj.nuget.dgspec.json", "JSON", 0, 0, 232, 0, 0, 0, 232
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\obj\Utility.csproj.nuget.g.props", "XML", 19, 0, 0, 0, 0, 0, 19
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\obj\Utility.csproj.nuget.g.targets", "XML", 8, 0, 0, 0, 0, 0, 8
"c:\Users\kevin\Downloads\programacion\Proyecto web\Proyecto-UTrade\UTrade Backend\Utility\obj\project.assets.json", "JSON", 0, 0, 2979, 0, 0, 0, 2979
"Total", "-", 298, 7209, 35099, 134, 110, 1125, 43975
